N,P,K,temperature,humidity,ph,rainfall,label
82.0,29.0,35.0,26.673,52.242,6.246,156.154,coffee
103.0,33.0,25.0,27.102,55.749,6.911,139.501,coffee
112.0,17.0,28.0,27.629,61.26,6.777,196.649,coffee
99.0,19.0,33.0,27.536,55.516,6.273,130.637,coffee
120.0,20.0,34.0,23.569,50.563,6.906,130.379,coffee
114.0,27.0,28.0,24.994,57.932,7.162,192.873,coffee
100.0,40.0,35.0,27.564,54.41,6.955,177.816,coffee
108.0,35.0,25.0,23.981,61.109,6.971,161.527,coffee
115.0,31.0,30.0,24.229,67.377,6.84,122.407,coffee
87.0,28.0,30.0,25.601,68.662,6.536,168.838,coffee
82.0,24.0,26.0,24.312,53.572,6.089,184.41,coffee
94.0,26.0,27.0,26.366,52.257,7.456,177.317,coffee
87.0,28.0,35.0,26.56,57.162,6.759,152.061,coffee
118.0,40.0,35.0,26.35,58.506,7.46,121.558,coffee
87.0,38.0,29.0,25.204,57.883,6.652,156.145,coffee
92.0,40.0,30.0,23.357,55.187,6.026,171.697,coffee
97.0,22.0,26.0,23.605,59.688,6.074,185.156,coffee
99.0,40.0,32.0,24.184,69.948,7.045,163.27,coffee
89.0,28.0,33.0,26.444,53.838,6.993,175.372,coffee
112.0,39.0,29.0,26.124,63.374,6.726,147.803,coffee
111.0,28.0,26.0,27.773,64.478,6.937,192.712,coffee
114.0,20.0,26.0,25.556,62.67,7.279,193.586,coffee
117.0,26.0,30.0,27.923,67.969,7.079,115.232,coffee
111.0,29.0,31.0,26.059,52.31,6.136,161.343,coffee
119.0,30.0,28.0,26.357,64.575,6.505,163.626,coffee
116.0,40.0,33.0,24.913,54.153,7.042,129.548,coffee
95.0,37.0,35.0,27.313,68.423,6.348,192.428,coffee
86.0,40.0,33.0,26.138,52.263,7.432,136.302,coffee
117.0,37.0,32.0,23.106,67.062,6.787,162.576,coffee
105.0,18.0,35.0,23.526,68.44,6.743,171.883,coffee
109.0,23.0,25.0,25.117,68.48,7.007,194.877,coffee
80.0,18.0,31.0,24.029,58.848,7.303,134.68,coffee
101.0,31.0,26.0,26.708,69.711,6.861,158.86,coffee
103.0,33.0,33.0,26.717,50.501,7.131,126.807,coffee
93.0,26.0,27.0,24.592,56.468,7.288,137.704,coffee
104.0,35.0,28.0,27.51,50.666,6.983,143.995,coffee
116.0,36.0,25.0,27.578,58.525,6.172,156.681,coffee
107.0,38.0,29.0,26.65,57.566,6.351,145.105,coffee
101.0,33.0,33.0,26.972,62.018,6.908,142.861,coffee
107.0,31.0,31.0,23.171,52.978,6.766,153.12,coffee
99.0,16.0,30.0,23.526,65.443,6.392,186.172,coffee
103.0,40.0,30.0,27.309,55.196,6.348,141.483,coffee
118.0,31.0,34.0,27.548,62.881,6.123,181.417,coffee
106.0,21.0,35.0,25.627,57.041,7.428,188.55,coffee
116.0,38.0,34.0,23.292,50.045,6.02,183.468,coffee
97.0,35.0,26.0,24.914,53.741,6.334,166.254,coffee
107.0,34.0,32.0,26.774,66.413,6.78,177.774,coffee
99.0,15.0,27.0,27.417,56.636,6.086,127.924,coffee
118.0,33.0,30.0,24.131,67.225,6.362,173.322,coffee
117.0,32.0,34.0,26.272,52.127,6.758,127.175,coffee
104.0,18.0,30.0,23.603,60.396,6.779,140.937,coffee
